   p;   T;   v;   S;   I;   U;   M;  Cp;   k; Cp';  k';  Ap;  Bv;  Gt; MMg;  Rg; Cpg;  kg;Cp'g; k'g;  Mu;  Lt; Lt';  Pr; Pr';   A;   z;  Bm;O;O2;H;H2;OH;HO2;H2O;H2O2;Cl;Cl2;ClO;ClO2;Cl2O;HCl;HOCl;N;N2;N3;NO;NO2;N2O;N2O3;NH;NH2;NH3;N2H2;N2H4;HN3;HNO;HNO2;HNO3;NH3O;N2H2O2;ClNO;ClNO2;C;C2;C3;CO;CO2;C2O;C3O2;CH;CH2;CH3;CH4;C2H;C2H2;C2H3;C2H4;C2H5;C3H;CHO;CHO2;CH2O;CH2O2;CH3O;CH4O;C2H4O2;CCl;CCl2;CCl3;C2Cl;C2Cl2;ClCO;Cl2CO;CHCl;CH2Cl;CH3Cl;CHCl2;CH2Cl2;CHCl3;C2HCl;C2H3Cl;HClCO;CN;CN2;C2N;C2N2;NCO;HCN;HNC;C2HN;C3HN;N2C;ClCN;Al;Al2;AlO2;Al2O;Al2O2;Al2O3(c);Al2O3;AlH;AlH2;AlH3;AlOH;HAlO;HAlO2;AlO2H2;AlO3H3;AlCl;AlCl2;AlCl3;Al2Cl6;AlOCl;AlOCl2;AlHCl;AlH2Cl;AlHCl2;AlOHCl;AlO2H2Cl;AlOHCl2;AlN;AlC;AlC2;Al2C2;O3;e-;O+;O-;O2+;O2-;H+;H-;H2+;H3+;OH+;OH-;HO2-;H2O+;H3O+;Cl-;N2+;NO+;NO2+;NO2-;NO3-;NH+;NH4+;C-;C2-;CO+;CO2+;CHO+;CN-;Al+;AlO-;AlO2-;AlO
7.45;3857.97;0.14355;9.31395;-527.6;-1514.4;36.4298;1.80397;1.18156;4.70184;1.1593;0.0004056;0.0003927;1.40993E-07;20.5459;404.673;1.89884;1.27084;4.18167;1.21122;0.0000948;0.371368;1.3695;0.48462;0.289406;1095.66;0.314991;0.0406003;0.0711266;0.0090255;2.23969;7.34544;0.412267;0.0000884;2.48793;0.0000171;0.140087;0.0000487;0.0001426;3.03544E-09;7.20049E-10;0.708501;0.000071;0.0019914;8.24895;2.84606E-08;0.0717574;8.28196E-06;0.0000211;1.36306E-12;0.0022737;0.0007999;0.0005627;2.6047E-07;1.00106E-10;1.5999E-08;0.000162;2.18463E-06;4.87361E-11;2.48882E-08;4.00631E-14;2.35829E-06;2.38491E-11;2.64792E-06;8.05168E-10;1.43584E-12;10.4108;0.39991;6.01941E-07;5.73545E-10;1.61081E-06;2.22723E-06;3.88283E-06;1.08647E-06;2.91419E-08;1.40815E-07;5.66189E-10;7.50988E-11;3.07589E-13;6.75166E-11;0.0019912;0.0001243;0.0000737;0.0000204;7.48649E-09;1.44883E-11;4.01556E-13;3.52045E-07;5.71546E-10;1.11514E-13;5.29643E-11;7.30099E-13;0.0000363;4.97376E-09;5.36511E-08;6.17482E-08;5.34419E-09;3.70464E-10;1.70277E-11;7.7104E-14;6.07288E-10;1.1871E-12;1.39982E-06;0.0000597;6.83502E-07;3.14621E-09;5.34872E-09;7.70694E-06;0.0011146;0.0000112;1.01499E-09;4.50674E-11;0.0000139;1.35503E-06;0.0663799;0.0000257;0.0005821;0.0759239;0.0030296;3.08932;0.0000292;0.0130749;0.000261;5.78346E-07;0.270609;0.0001697;0.0024365;0.0204389;0.0001195;0.192493;0.0092013;0.0000751;1.18211E-13;0.012601;0.0000759;0.0030392;7.09322E-06;0.0000529;0.0284902;0.000469;0.0005749;0.0002415;1.38573E-07;2.68216E-10;8.43265E-12;1.66171E-10;0.0000725;2.0058E-13;1.02131E-06;5.33326E-12;1.97521E-08;7.3314E-12;2.84618E-06;1.3051E-12;1.26578E-10;2.19157E-11;6.4512E-06;2.47729E-09;7.72601E-10;5.53191E-08;0.000356;3.27275E-13;4.02139E-08;2.19606E-13;1.65925E-09;1.3582E-13;1.93837E-13;2.10809E-10;1.40632E-11;3.71562E-12;3.78495E-11;1.41434E-11;2.20715E-08;6.75544E-07;0.0006562;0.0002138;2.99315E-06;0.0835718
7.6;3860.53;0.140771;9.30842;-527.6;-1514.84;36.4213;1.80408;1.18149;4.68533;1.15924;0.0004045;0.0003918;1.38185E-07;20.5491;404.61;1.89904;1.27075;4.16797;1.21132;0.0000948;0.371538;1.36418;0.48467;0.289712;1095.92;0.315075;0.0405815;0.0704263;0.0089338;2.22851;7.35016;0.410589;0.0000884;2.48905;0.0000172;0.139411;0.0000489;0.0001426;3.0499E-09;7.28615E-10;0.709149;0.0000714;0.0019913;8.24903;2.90206E-08;0.0715249;8.28818E-06;0.0000212;1.3869E-12;0.0022905;0.0008118;0.0005742;2.67288E-07;1.04608E-10;1.64367E-08;0.0001633;2.20418E-06;4.93717E-11;2.55655E-08;4.1359E-14;2.3797E-06;2.41678E-11;2.68108E-06;8.31725E-10;1.50949E-12;10.411;0.399696;6.18142E-07;5.97617E-10;1.64392E-06;2.28645E-06;4.00798E-06;1.12878E-06;3.02402E-08;1.46725E-07;5.96354E-10;7.96023E-11;3.29793E-13;7.13415E-11;0.0020185;0.000126;0.0000753;0.0000208;7.7462E-09;1.51463E-11;4.25595E-13;3.58883E-07;5.87566E-10;1.15781E-13;5.50277E-11;7.63865E-13;0.0000369;5.09249E-09;5.51241E-08;6.38506E-08;5.56166E-09;3.83668E-10;1.7759E-11;8.06953E-14;6.34024E-10;1.26059E-12;1.43136E-06;0.0000607;7.01801E-07;3.26832E-09;5.58079E-09;7.83507E-06;0.0011382;0.0000115;1.06252E-09;4.78701E-11;0.0000142;1.38706E-06;0.0659575;0.0000258;0.0005793;0.0756125;0.0030162;3.09014;0.0000291;0.0131064;0.0002644;5.91538E-07;0.270436;0.0001704;0.0024363;0.0205929;0.0001213;0.192174;0.0092575;0.000076;1.23653E-13;0.0125812;0.0000765;0.0030678;7.23202E-06;0.0000538;0.0286868;0.0004757;0.0005829;0.000243;1.41203E-07;2.78157E-10;8.787E-12;1.66493E-10;0.0000718;2.02151E-13;1.01785E-06;5.35647E-12;1.97196E-08;7.42495E-12;2.85449E-06;1.3345E-12;1.29683E-10;2.21864E-11;6.46211E-06;2.49253E-09;7.85248E-10;5.63611E-08;0.000355;3.34502E-13;4.04451E-08;2.22005E-13;1.66812E-09;1.36956E-13;1.98572E-13;2.18387E-10;1.43373E-11;3.84723E-12;3.85575E-11;1.43951E-11;2.25265E-08;6.88098E-07;0.0006536;0.0002129;2.98218E-06;0.0830257
7.75;3863.04;0.138098;9.30301;-527.6;-1515.26;36.413;1.80419;1.18142;4.66921;1.15919;0.0004035;0.0003908;1.35486E-07;20.5522;404.548;1.89923;1.27066;4.15459;1.21143;0.0000949;0.371704;1.35899;0.484718;0.290014;1096.18;0.315158;0.0405629;0.0697442;0.0088445;2.21757;7.35478;0.408944;0.0000884;2.49013;0.0000173;0.138751;0.0000492;0.0001425;3.064E-09;7.37089E-10;0.709783;0.0000718;0.001991;8.24911;2.95796E-08;0.0712961;8.29399E-06;0.0000213;1.4106E-12;0.0023071;0.0008236;0.0005857;2.74143E-07;1.09217E-10;1.68772E-08;0.0001645;2.22346E-06;5.00008E-11;2.62469E-08;4.26687E-14;2.40082E-06;2.44834E-11;2.71393E-06;8.58596E-10;1.58534E-12;10.4111;0.399485;6.34443E-07;6.22201E-10;1.67702E-06;2.34602E-06;4.13461E-06;1.17187E-06;3.1357E-08;1.52761E-07;6.27493E-10;8.42813E-11;3.53123E-13;7.5302E-11;0.0020456;0.0001277;0.0000769;0.0000213;8.00951E-09;1.58204E-11;4.50564E-13;3.6571E-07;6.037E-10;1.20121E-13;5.71282E-11;7.98484E-13;0.0000374;5.21161E-09;5.6607E-08;6.59813E-08;5.78351E-09;3.97067E-10;1.85066E-11;8.43782E-14;6.61381E-10;1.33708E-12;1.46297E-06;0.0000617;7.2021E-07;3.39262E-09;5.81811E-09;7.96263E-06;0.0011618;0.0000118;1.11128E-09;5.07879E-11;0.0000146;1.4192E-06;0.065544;0.0000259;0.0005765;0.0753057;0.003003;3.09096;0.0000291;0.0131371;0.0002677;6.04749E-07;0.27026;0.000171;0.002436;0.0207446;0.0001231;0.191858;0.0093129;0.000077;1.29231E-13;0.0125616;0.0000771;0.0030962;7.37061E-06;0.0000546;0.0288805;0.0004825;0.0005908;0.0002445;1.43824E-07;2.88254E-10;9.14857E-12;1.66798E-10;0.0000712;2.0369E-13;1.01441E-06;5.37898E-12;1.96866E-08;7.51746E-12;2.86255E-06;1.36389E-12;1.32798E-10;2.24538E-11;6.47256E-06;2.50743E-09;7.97819E-10;5.74008E-08;0.0003541;3.41727E-13;4.06715E-08;2.2437E-13;1.67678E-09;1.38069E-13;2.03317E-13;2.26082E-10;1.46104E-11;3.98066E-12;3.9263E-11;1.46457E-11;2.29814E-08;7.00616E-07;0.0006511;0.0002119;2.97131E-06;0.0824909
7.9;3865.49;0.135526;9.2977;-527.6;-1515.68;36.4049;1.8043;1.18135;4.65345;1.15913;0.0004026;0.00039;1.32891E-07;20.5552;404.488;1.89942;1.27057;4.14153;1.21153;0.0000949;0.371867;1.35392;0.484765;0.290312;1096.43;0.315239;0.0405446;0.0690796;0.0087575;2.20687;7.3593;0.407329;0.0000885;2.49118;0.0000175;0.138104;0.0000494;0.0001425;3.07777E-09;7.45472E-10;0.710404;0.0000722;0.0019908;8.24919;3.01377E-08;0.0710709;8.2994E-06;0.0000215;1.43415E-12;0.0023234;0.0008353;0.0005972;2.81034E-07;1.13934E-10;1.73205E-08;0.0001657;2.24246E-06;5.06234E-11;2.69325E-08;4.3992E-14;2.42166E-06;2.47959E-11;2.74646E-06;8.85775E-10;1.66343E-12;10.4113;0.399277;6.50841E-07;6.47297E-10;1.71009E-06;2.40593E-06;4.26271E-06;1.21575E-06;3.24922E-08;1.58924E-07;6.59618E-10;8.9139E-11;3.77613E-13;7.94003E-11;0.0020725;0.0001294;0.0000784;0.0000217;8.2764E-09;1.65104E-11;4.7648E-13;3.72525E-07;6.19946E-10;1.24534E-13;5.92656E-11;8.33961E-13;0.0000379;5.33111E-09;5.80994E-08;6.81401E-08;6.00975E-09;4.10661E-10;1.92703E-11;8.81533E-14;6.89362E-10;1.41663E-12;1.49465E-06;0.0000627;7.38728E-07;3.51909E-09;6.06071E-09;8.08965E-06;0.0011854;0.000012;1.16127E-09;5.38232E-11;0.0000149;1.45144E-06;0.0651391;0.000026;0.0005738;0.0750035;0.00299;3.09175;0.000029;0.0131669;0.000271;6.17979E-07;0.270082;0.0001716;0.0024358;0.020894;0.000125;0.191546;0.0093674;0.000078;1.34947E-13;0.0125421;0.0000777;0.0031242;0.000007509;0.0000555;0.0290712;0.0004892;0.0005986;0.0002459;1.46437E-07;2.98505E-10;9.51734E-12;1.67087E-10;0.0000705;2.05197E-13;1.01099E-06;5.40082E-12;1.96531E-08;7.60895E-12;2.87036E-06;1.39329E-12;1.35922E-10;2.27181E-11;6.48258E-06;2.52198E-09;8.10316E-10;5.84382E-08;0.0003532;3.48948E-13;4.08934E-08;2.26702E-13;1.68522E-09;1.39161E-13;2.08069E-13;2.33891E-10;1.48827E-11;4.11588E-12;3.9966E-11;1.48952E-11;2.3436E-08;7.13099E-07;0.0006486;0.000211;2.96053E-06;0.081967
8.05;3867.89;0.133049;9.29249;-527.6;-1516.09;36.397;1.8044;1.18128;4.63805;1.15908;0.0004016;0.0003891;1.30392E-07;20.5582;404.43;1.89961;1.27049;4.12877;1.21163;0.0000949;0.372027;1.34896;0.484812;0.290606;1096.68;0.31532;0.0405265;0.0684318;0.0086727;2.1964;7.36375;0.405743;0.0000885;2.4922;0.0000176;0.137471;0.0000497;0.0001424;3.0912E-09;7.53766E-10;0.711014;0.0000727;0.0019905;8.24927;3.06949E-08;0.0708492;8.30445E-06;0.0000216;1.45757E-12;0.0023396;0.0008469;0.0006087;2.87961E-07;1.1876E-10;1.77665E-08;0.0001669;2.2612E-06;5.12396E-11;2.7622E-08;4.53287E-14;2.44222E-06;2.51055E-11;2.77869E-06;9.1326E-10;1.74377E-12;10.4114;0.399073;6.67336E-07;6.72906E-10;1.74313E-06;2.46618E-06;4.39226E-06;1.26041E-06;3.36457E-08;1.65214E-07;6.92741E-10;9.41789E-11;4.03298E-13;8.36383E-11;0.0020992;0.000131;0.00008;0.0000221;8.54685E-09;1.72167E-11;5.0336E-13;3.79329E-07;6.36304E-10;1.29021E-13;6.14399E-11;8.703E-13;0.0000385;5.45099E-09;5.96014E-08;7.03266E-08;6.24037E-09;4.2445E-10;2.00504E-11;9.20209E-14;7.17969E-10;1.49929E-12;1.52639E-06;0.0000637;7.57351E-07;3.64772E-09;6.30859E-09;8.21611E-06;0.001209;0.0000123;1.2125E-09;5.69784E-11;0.0000153;1.48378E-06;0.0647425;0.0000261;0.000571;0.0747058;0.0029772;3.09254;0.000029;0.0131959;0.0002742;6.31226E-07;0.269902;0.0001722;0.0024354;0.0210413;0.0001267;0.191237;0.0094211;0.000079;1.40801E-13;0.0125229;0.0000783;0.0031518;7.64719E-06;0.0000564;0.0292592;0.0004958;0.0006064;0.0002473;1.49042E-07;3.0891E-10;9.8933E-12;1.67361E-10;0.0000699;2.06674E-13;1.0076E-06;5.42202E-12;1.96191E-08;7.69944E-12;2.87795E-06;1.42268E-12;1.39055E-10;2.29793E-11;6.49217E-06;2.53622E-09;8.2274E-10;5.94734E-08;0.0003522;3.56167E-13;4.11109E-08;2.29003E-13;1.69345E-09;1.40232E-13;2.1283E-13;2.41815E-10;1.5154E-11;4.25288E-12;4.06665E-11;1.51435E-11;2.38904E-08;7.25547E-07;0.0006462;0.0002101;2.94985E-06;0.0814538
8.2;3870.25;0.130661;9.28738;-527.6;-1516.48;36.3892;1.80451;1.18121;4.62299;1.15903;0.0004007;0.0003882;1.27986E-07;20.5611;404.373;1.8998;1.27041;4.1163;1.21173;0.000095;0.372184;1.3441;0.484857;0.290896;1096.92;0.315399;0.0405087;0.0678;0.00859;2.18614;7.36811;0.404186;0.0000885;2.49319;0.0000177;0.136851;0.0000499;0.0001423;3.10432E-09;7.61973E-10;0.711611;0.0000731;0.0019901;8.24934;3.12512E-08;0.070631;8.30914E-06;0.0000218;1.48086E-12;0.0023554;0.0008585;0.0006202;2.94921E-07;1.23694E-10;1.82151E-08;0.0001681;2.27969E-06;5.18498E-11;2.83155E-08;4.66787E-14;2.46252E-06;2.54121E-11;2.81062E-06;9.41048E-10;1.82638E-12;10.4116;0.398871;6.83926E-07;6.9903E-10;1.77616E-06;2.52676E-06;4.52325E-06;1.30586E-06;3.48175E-08;1.71631E-07;7.26873E-10;9.94042E-11;4.30212E-13;8.80181E-11;0.0021258;0.0001327;0.0000816;0.0000226;8.82083E-09;1.79391E-11;5.31223E-13;3.86122E-07;6.52771E-10;1.3358E-13;6.3651E-11;9.07504E-13;0.000039;5.57123E-09;6.11127E-08;7.25409E-08;6.47537E-09;4.38431E-10;2.08468E-11;9.59817E-14;7.47203E-10;1.58513E-12;1.55819E-06;0.0000647;7.7608E-07;3.77851E-09;6.56178E-09;8.34205E-06;0.0012327;0.0000126;1.26498E-09;6.02559E-11;0.0000156;1.51621E-06;0.0643538;0.0000262;0.0005684;0.0744123;0.0029646;3.09332;0.0000289;0.0132242;0.0002774;6.4449E-07;0.269719;0.0001728;0.002435;0.0211865;0.0001285;0.190932;0.009474;0.0000799;1.46794E-13;0.0125037;0.0000789;0.0031791;7.78517E-06;0.0000572;0.0294445;0.0005024;0.0006142;0.0002487;1.51638E-07;3.19467E-10;1.02764E-11;1.6762E-10;0.0000693;2.08121E-13;1.00424E-06;5.4426E-12;1.95847E-08;7.78896E-12;2.88531E-06;1.45208E-12;1.42197E-10;2.32375E-11;6.50136E-06;2.55014E-09;8.35091E-10;6.05064E-08;0.0003513;3.63381E-13;4.13241E-08;2.31273E-13;1.70149E-09;1.41282E-13;2.17598E-13;2.49853E-10;1.54243E-11;4.39165E-12;4.13645E-11;1.53907E-11;2.43446E-08;7.37961E-07;0.0006438;0.0002092;2.93927E-06;0.0809507
8.35;3872.56;0.128358;9.28236;-527.6;-1516.88;36.3816;1.80461;1.18115;4.60825;1.15897;0.0003998;0.0003874;1.25666E-07;20.564;404.317;1.89998;1.27033;4.1041;1.21183;0.000095;0.372338;1.33935;0.484901;0.291183;1097.15;0.315477;0.0404912;0.0671836;0.0085093;2.17609;7.37238;0.402656;0.0000885;2.49415;0.0000179;0.136243;0.0000501;0.0001423;3.11713E-09;7.70096E-10;0.712197;0.0000735;0.0019898;8.24942;3.18065E-08;0.070416;8.31349E-06;0.0000219;1.50401E-12;0.0023711;0.0008701;0.0006317;3.01916E-07;1.28738E-10;1.86663E-08;0.0001693;2.29792E-06;5.24538E-11;2.90128E-08;4.80419E-14;2.48255E-06;2.5716E-11;2.84227E-06;9.69135E-10;1.91127E-12;10.4117;0.398672;7.00609E-07;7.25667E-10;1.80916E-06;2.58766E-06;4.65568E-06;1.3521E-06;3.60075E-08;1.78175E-07;7.62027E-10;1.04818E-10;4.5839E-13;9.25418E-11;0.0021522;0.0001343;0.0000832;0.000023;9.09833E-09;1.86778E-11;5.60084E-13;3.92903E-07;6.69346E-10;1.38211E-13;6.58988E-11;9.45579E-13;0.0000395;5.69183E-09;6.26333E-08;7.47827E-08;6.71477E-09;4.52604E-10;2.16596E-11;1.00036E-13;7.77067E-10;1.67422E-12;1.59005E-06;0.0000657;7.94911E-07;3.91145E-09;6.82028E-09;8.46747E-06;0.0012564;0.0000129;1.31872E-09;6.36582E-11;0.0000159;1.54875E-06;0.0639727;0.0000263;0.0005658;0.074123;0.0029521;3.09409;0.0000288;0.0132516;0.0002806;6.57771E-07;0.269535;0.0001734;0.0024345;0.0213296;0.0001303;0.19063;0.0095262;0.0000809;1.52927E-13;0.0124847;0.0000795;0.0032061;7.92296E-06;0.0000581;0.0296271;0.000509;0.0006219;0.0002501;1.54227E-07;3.30176E-10;1.06668E-11;1.67865E-10;0.0000687;2.0954E-13;1.0009E-06;5.46258E-12;1.95499E-08;7.87754E-12;2.89245E-06;1.48147E-12;1.45348E-10;2.34927E-11;6.51017E-06;2.56375E-09;8.47373E-10;6.15372E-08;0.0003504;3.70592E-13;4.15332E-08;2.33512E-13;1.70934E-09;1.42314E-13;2.22374E-13;2.58004E-10;1.56938E-11;4.53217E-12;4.20601E-11;1.56367E-11;2.47986E-08;7.5034E-07;0.0006414;0.0002083;2.92878E-06;0.0804574
8.5;3874.83;0.126135;9.27743;-527.6;-1517.26;36.3741;1.80471;1.18108;4.59383;1.15892;0.0003989;0.0003866;1.23428E-07;20.5667;404.263;1.90016;1.27025;4.09217;1.21192;0.0000951;0.37249;1.33469;0.484944;0.291466;1097.39;0.315554;0.0404739;0.0665819;0.0084306;2.16625;7.37658;0.401153;0.0000885;2.49509;0.000018;0.135647;0.0000504;0.0001422;3.12964E-09;7.78137E-10;0.712773;0.0000739;0.0019894;8.24949;3.23609E-08;0.0702043;8.31752E-06;0.0000221;1.52703E-12;0.0023866;0.0008815;0.0006432;3.08945E-07;1.33891E-10;1.91202E-08;0.0001704;2.31592E-06;5.3052E-11;2.9714E-08;4.9418E-14;2.50233E-06;2.6017E-11;2.87363E-06;9.9752E-10;1.99848E-12;10.4119;0.398476;7.17384E-07;7.5282E-10;1.84214E-06;2.64889E-06;4.78954E-06;1.39912E-06;3.72157E-08;1.84847E-07;7.98213E-10;1.10424E-10;4.87868E-13;9.72112E-11;0.0021784;0.0001359;0.0000847;0.0000234;9.37932E-09;1.94328E-11;5.8996E-13;3.99674E-07;6.86027E-10;1.42915E-13;6.81831E-11;9.84528E-13;0.00004;5.81279E-09;6.41629E-08;7.70518E-08;6.95857E-09;4.66968E-10;2.24888E-11;1.04184E-13;8.07563E-10;1.76661E-12;1.62198E-06;0.0000667;8.13845E-07;4.04654E-09;7.08412E-09;8.59237E-06;0.0012801;0.0000132;1.37371E-09;6.71876E-11;0.0000163;1.58138E-06;0.0635991;0.0000264;0.0005632;0.0738379;0.0029399;3.09484;0.0000288;0.0132784;0.0002838;6.71067E-07;0.269349;0.0001739;0.002434;0.0214707;0.0001321;0.190331;0.0095776;0.0000819;1.592E-13;0.0124659;0.00008;0.0032328;8.06056E-06;0.0000589;0.0298072;0.0005156;0.0006295;0.0002515;1.56807E-07;3.41036E-10;1.10642E-11;1.68097E-10;0.0000682;2.10931E-13;9.97581E-07;5.48199E-12;1.95148E-08;7.96519E-12;2.89939E-06;1.51085E-12;1.48507E-10;2.37451E-11;6.51861E-06;2.57708E-09;8.59585E-10;6.25658E-08;0.0003496;3.77799E-13;4.17383E-08;2.35723E-13;1.71701E-09;1.43326E-13;2.27157E-13;2.66268E-10;1.59624E-11;4.67441E-12;4.27532E-11;1.58817E-11;2.52524E-08;7.62686E-07;0.0006391;0.0002074;2.91839E-06;0.0799736
8.65;3877.06;0.123989;9.27259;-527.6;-1517.63;36.3668;1.80481;1.18102;4.5797;1.15888;0.000398;0.0003858;1.21269E-07;20.5694;404.21;1.90034;1.27017;4.0805;1.21202;0.0000951;0.372639;1.33013;0.484986;0.291745;1097.61;0.31563;0.0404568;0.0659944;0.0083537;2.1566;7.38071;0.399675;0.0000885;2.49601;0.0000181;0.135063;0.0000506;0.0001421;3.14187E-09;7.86098E-10;0.713338;0.0000743;0.0019889;8.24956;3.29144E-08;0.0699956;8.32124E-06;0.0000222;1.54992E-12;0.0024018;0.0008929;0.0006547;3.16007E-07;1.39154E-10;1.95765E-08;0.0001716;2.33367E-06;5.36445E-11;3.04189E-08;5.08069E-14;2.52187E-06;2.63153E-11;2.90472E-06;1.0262E-09;2.08801E-12;10.412;0.398283;7.3425E-07;7.80489E-10;1.87509E-06;2.71043E-06;4.9248E-06;1.44692E-06;3.8442E-08;1.91647E-07;8.35443E-10;1.16226E-10;5.18681E-13;1.02028E-10;0.0022045;0.0001376;0.0000863;0.0000239;9.66378E-09;2.02042E-11;6.20869E-13;4.06433E-07;7.02814E-10;1.47691E-13;7.05039E-11;1.02436E-12;0.0000405;5.9341E-09;6.57015E-08;7.9348E-08;7.20675E-09;4.81522E-10;2.33344E-11;1.08427E-13;8.38692E-10;1.86236E-12;1.65396E-06;0.0000677;8.32878E-07;4.18377E-09;7.35329E-09;8.71676E-06;0.0013038;0.0000135;1.42996E-09;7.08466E-11;0.0000167;1.61411E-06;0.0632325;0.0000265;0.0005606;0.0735566;0.0029278;3.09559;0.0000287;0.0133044;0.0002869;6.84378E-07;0.269161;0.0001745;0.0024334;0.0216098;0.0001338;0.190036;0.0096284;0.0000828;1.65613E-13;0.0124472;0.0000806;0.0032592;8.19795E-06;0.0000598;0.0299848;0.0005221;0.0006371;0.0002528;1.59379E-07;3.52045E-10;1.14688E-11;1.68316E-10;0.0000676;2.12294E-13;9.94292E-07;5.50085E-12;1.94794E-08;8.05193E-12;2.90614E-06;1.54023E-12;1.51674E-10;2.39947E-11;6.5267E-06;2.59011E-09;8.71729E-10;6.35923E-08;0.0003487;3.85001E-13;4.19396E-08;2.37904E-13;1.7245E-09;1.4432E-13;2.31946E-13;2.74644E-10;1.623E-11;4.81838E-12;4.3444E-11;1.61255E-11;2.57059E-08;7.74998E-07;0.0006368;0.0002065;2.90809E-06;0.079499
8.8;3879.24;0.121915;9.26784;-527.6;-1518;36.3596;1.8049;1.18096;4.56587;1.15883;0.0003971;0.000385;1.19183E-07;20.5721;404.158;1.90052;1.2701;4.06908;1.21211;0.0000951;0.372786;1.32567;0.485027;0.292022;1097.84;0.315705;0.04044;0.0654206;0.0082786;2.14713;7.38476;0.398222;0.0000885;2.4969;0.0000182;0.13449;0.0000508;0.0001421;3.15382E-09;7.9398E-10;0.713892;0.0000747;0.0019884;8.24963;3.34669E-08;0.06979;8.32466E-06;0.0000223;1.57268E-12;0.0024169;0.0009043;0.0006662;3.23101E-07;1.44527E-10;2.00354E-08;0.0001727;2.35121E-06;5.42313E-11;3.11276E-08;5.22085E-14;2.54116E-06;2.6611E-11;2.93554E-06;1.05517E-09;2.1799E-12;10.4121;0.398092;7.51206E-07;8.08675E-10;1.90802E-06;2.77229E-06;5.06147E-06;1.49551E-06;3.96863E-08;1.98575E-07;8.7373E-10;1.22226E-10;5.50866E-13;1.06995E-10;0.0022304;0.0001392;0.0000879;0.0000243;9.95168E-09;2.0992E-11;6.52829E-13;4.13182E-07;7.19704E-10;1.52539E-13;7.28611E-11;1.06506E-12;0.0000411;6.05575E-09;6.72489E-08;8.16713E-08;7.45934E-09;4.96265E-10;2.41964E-11;1.12764E-13;8.70456E-10;1.96154E-12;1.68601E-06;0.0000687;8.52011E-07;4.32313E-09;7.62782E-09;8.84067E-06;0.0013276;0.0000137;1.48749E-09;7.46375E-11;0.000017;1.64693E-06;0.0628729;0.0000266;0.0005581;0.0732793;0.0029159;3.09633;0.0000287;0.0133298;0.00029;6.97704E-07;0.268972;0.000175;0.0024328;0.0217471;0.0001356;0.189743;0.0096784;0.0000837;1.72168E-13;0.0124287;0.0000811;0.0032853;8.33515E-06;0.0000606;0.03016;0.0005285;0.0006447;0.0002541;1.61944E-07;3.63204E-10;1.18805E-11;1.68523E-10;0.0000671;2.13632E-13;9.91029E-07;5.51918E-12;1.94437E-08;8.13778E-12;2.91269E-06;1.5696E-12;1.5485E-10;2.42416E-11;6.53445E-06;2.60288E-09;8.83805E-10;6.46167E-08;0.0003478;3.92198E-13;4.21371E-08;2.40058E-13;1.73182E-09;1.45295E-13;2.36741E-13;2.83133E-10;1.64968E-11;4.96405E-12;4.41324E-11;1.63683E-11;2.61592E-08;7.87277E-07;0.0006346;0.0002057;2.89789E-06;0.0790332
