t, s,liquid,p512,sp33,ntm2
,p512,sp33,ntm2,liquid
420.60,363.68
420.80,360.24
421.00,356.98
421.20,353.91
421.40,351.02
421.60,348.31
421.80,345.77
422.00,343.40
422.20,341.19
422.40,339.16
422.60,337.28
422.80,335.56
423.00,334.00
423.20,332.60
423.40,331.35
423.60,330.25
423.80,329.30
424.00,328.49
424.20,327.84
424.40,327.33
424.60,326.97
424.80,326.75
425.00,326.68
Time: 55.800 sec
x, mm,T, K
400.00,2262.76
400.20,2251.44
400.40,2239.98
400.60,2228.39
400.80,2216.65
401.00,2204.77
401.20,2192.73
401.40,2180.54
401.60,2168.19
401.80,2155.67
402.00,2142.99
402.20,2130.12
402.40,2117.08
402.60,2103.84
402.80,2090.40
403.00,2076.72
403.20,2062.79
403.40,2048.59
403.60,2034.12
403.80,2019.35
404.00,2004.27
404.20,1988.85
404.40,1973.07
404.60,1956.91
404.80,1940.32
405.00,1923.29
405.20,1905.75
405.40,1887.66
405.60,1868.97
405.80,1849.60
406.00,1829.46
406.20,1808.45
406.40,1786.45
406.60,1763.38
406.80,1739.07
407.00,1713.25
407.20,1685.56
407.40,1655.47
407.60,1622.10
407.80,1583.87
408.00,1537.19
408.20,1473.16
408.40,1398.76
408.60,1313.53
408.80,1207.46
409.00,1081.26
409.20,949.97
409.40,826.88
409.60,723.64
409.80,647.06
410.00,584.42
410.10,583.37
410.20,582.34
410.30,581.34
410.40,580.35
410.50,579.38
410.60,578.44
410.70,577.52
410.80,576.61
410.90,575.73
411.00,574.87
411.10,574.02
411.20,573.20
411.30,572.40
411.40,571.62
411.50,570.85
411.60,570.11
411.70,569.39
411.80,568.69
411.90,568.01
412.00,567.35
412.10,566.71
412.20,566.08
412.30,565.48
412.40,564.90
412.50,564.34
412.60,563.80
412.70,563.27
412.80,562.77
412.90,562.29
413.00,561.82
413.10,561.38
413.20,560.95
413.30,560.55
413.40,560.16
413.50,559.80
413.60,559.45
413.70,559.12
413.80,558.82
413.90,558.53
414.00,558.26
414.10,558.01
414.20,557.78
414.30,557.57
414.40,557.38
414.50,557.21
414.60,557.05
414.70,556.92
414.80,556.81
414.90,556.71
415.00,556.64
415.20,545.95
415.40,535.59
415.60,525.56
415.80,515.85
416.00,506.45
416.20,497.35
416.40,488.56
416.60,480.07
416.80,471.86
417.00,463.94
417.20,456.30
417.40,448.94
417.60,441.84
417.80,435.01
418.00,428.44
418.20,422.12
418.40,416.05
418.60,410.22
418.80,404.63
419.00,399.27
419.20,394.15
419.40,389.24
419.60,384.56
419.80,380.09
420.00,375.84
420.20,371.78
420.40,367.93
420.60,364.28
420.80,360.82
421.00,357.55
421.20,354.46
421.40,351.56
421.60,348.83
421.80,346.28
422.00,343.90
422.20,341.68
422.40,339.63
422.60,337.75
422.80,336.02
423.00,334.45
423.20,333.04
423.40,331.78
423.60,330.68
423.80,329.72
424.00,328.92
424.20,328.26
424.40,327.75
424.60,327.38
424.80,327.16
425.00,327.09
Time: 55.900 sec
x, mm,T, K
400.00,2262.79
400.20,2251.48
400.40,2240.03
400.60,2228.45
400.80,2216.72
401.00,2204.84
401.20,2192.82
401.40,2180.64
401.60,2168.30
401.80,2155.79
402.00,2143.12
402.20,2130.27
402.40,2117.23
402.60,2104.01
402.80,2090.58
403.00,2076.91
403.20,2063.00
403.40,2048.82
403.60,2034.36
403.80,2019.61
404.00,2004.54
404.20,1989.14
404.40,1973.38
404.60,1957.24
404.80,1940.67
405.00,1923.65
405.20,1906.14
405.40,1888.08
405.60,1869.42
405.80,1850.08
406.00,1829.97
406.20,1809.00
406.40,1787.03
406.60,1764.01
406.80,1739.75
407.00,1713.99
407.20,1686.38
407.40,1656.38
407.60,1623.14
407.80,1585.11
408.00,1538.80
408.20,1475.32
408.40,1401.19
408.60,1316.39
408.80,1211.27
409.00,1085.25
409.20,953.87
409.40,830.36
409.60,726.08
409.80,648.87
410.00,585.84
410.10,584.79
410.20,583.76
410.30,582.75
410.40,581.76
410.50,580.79
410.60,579.84
410.70,578.91
410.80,578.01
410.90,577.12
411.00,576.25
411.10,575.41
411.20,574.58
411.30,573.78
411.40,573.00
411.50,572.23
411.60,571.49
411.70,570.76
411.80,570.06
411.90,569.38
412.00,568.71
412.10,568.07
412.20,567.45
412.30,566.84
412.40,566.26
412.50,565.69
412.60,565.15
412.70,564.63
412.80,564.12
412.90,563.64
413.00,563.17
413.10,562.72
413.20,562.30
413.30,561.89
413.40,561.51
413.50,561.14
413.60,560.79
413.70,560.46
413.80,560.15
413.90,559.86
414.00,559.59
414.10,559.34
414.20,559.11
414.30,558.90
414.40,558.71
414.50,558.54
414.60,558.38
414.70,558.25
414.80,558.14
414.90,558.04
415.00,557.97
415.20,547.25
415.40,536.86
415.60,526.79
415.80,517.05
416.00,507.61
416.20,498.49
416.40,489.66
416.60,481.14
416.80,472.90
417.00,464.95
417.20,457.29
417.40,449.89
417.60,442.77
417.80,435.91
418.00,429.31
418.20,422.97
418.40,416.87
418.60,411.02
418.80,405.41
419.00,400.03
419.20,394.88
419.40,389.95
419.60,385.25
419.80,380.76
420.00,376.49
420.20,372.42
420.40,368.55
420.60,364.88
420.80,361.40
421.00,358.12
421.20,355.01
421.40,352.10
421.60,349.35
421.80,346.79
422.00,344.40
422.20,342.17
422.40,340.11
422.60,338.22
422.80,336.48
423.00,334.91
423.20,333.49
423.40,332.22
423.60,331.11
423.80,330.15
424.00,329.34
424.20,328.68
424.40,328.16
424.60,327.80
424.80,327.58
425.00,327.51
Time: 56.000 sec
x, mm,T, K
400.00,2262.82
400.20,2251.52
400.40,2240.08
400.60,2228.50
400.80,2216.78
401.00,2204.92
401.20,2192.91
401.40,2180.74
401.60,2168.41
401.80,2155.91
402.00,2143.25
402.20,2130.41
402.40,2117.39
402.60,2104.17
402.80,2090.76
403.00,2077.10
403.20,2063.20
403.40,2049.04
403.60,2034.60
403.80,2019.86
404.00,2004.81
404.20,1989.43
404.40,1973.69
404.60,1957.56
404.80,1941.02
405.00,1924.02
405.20,1906.53
405.40,1888.50
405.60,1869.86
405.80,1850.55
406.00,1830.48
406.20,1809.54
406.40,1787.62
406.60,1764.64
406.80,1740.43
407.00,1714.73
407.20,1687.19
407.40,1657.29
407.60,1624.18
407.80,1586.34
408.00,1540.40
408.20,1477.46
408.40,1403.60
408.60,1319.23
408.80,1215.06
409.00,1089.21
409.20,957.78
409.40,833.86
409.60,728.53
409.80,650.67
410.00,587.26
410.10,586.21
410.20,585.17
410.30,584.16
410.40,583.17
410.50,582.20
410.60,581.24
410.70,580.31
410.80,579.40
410.90,578.52
411.00,577.65
411.10,576.80
411.20,575.97
411.30,575.17
411.40,574.38
411.50,573.61
411.60,572.87
411.70,572.14
411.80,571.43
411.90,570.75
412.00,570.08
412.10,569.44
412.20,568.81
412.30,568.21
412.40,567.62
412.50,567.05
412.60,566.51
412.70,565.98
412.80,565.48
412.90,564.99
413.00,564.52
413.10,564.07
413.20,563.65
413.30,563.24
413.40,562.85
413.50,562.48
413.60,562.13
413.70,561.81
413.80,561.50
413.90,561.21
414.00,560.93
414.10,560.68
414.20,560.45
414.30,560.24
414.40,560.05
414.50,559.87
414.60,559.72
414.70,559.59
414.80,559.47
414.90,559.38
415.00,559.30
415.20,548.55
415.40,538.12
415.60,528.03
415.80,518.25
416.00,508.78
416.20,499.62
416.40,490.77
416.60,482.21
416.80,473.95
417.00,465.97
417.20,458.27
417.40,450.85
417.60,443.70
417.80,436.82
418.00,430.19
418.20,423.82
418.40,417.70
418.60,411.83
418.80,406.19
419.00,400.79
419.20,395.62
419.40,390.67
419.60,385.95
419.80,381.44
420.00,377.14
420.20,373.05
420.40,369.17
420.60,365.48
420.80,361.99
421.00,358.68
421.20,355.57
421.40,352.64
421.60,349.88
421.80,347.30
422.00,344.90
422.20,342.66
422.40,340.59
422.60,338.69
422.80,336.95
423.00,335.36
423.20,333.94
423.40,332.66
423.60,331.55
423.80,330.58
424.00,329.77
424.20,329.10
424.40,328.59
424.60,328.22
424.80,328.00
425.00,327.92
Time: 56.100 sec
x, mm,T, K
400.00,2262.85
400.20,2251.56
400.40,2240.13
400.60,2228.56
400.80,2216.85
401.00,2205.00
401.20,2192.99
401.40,2180.83
401.60,2168.52
401.80,2156.03
402.00,2143.38
402.20,2130.55
402.40,2117.54
402.60,2104.34
402.80,2090.94
403.00,2077.30
403.20,2063.41
403.40,2049.26
403.60,2034.84
403.80,2020.12
404.00,2005.08
404.20,1989.72
404.40,1973.99
404.60,1957.89
404.80,1941.36
405.00,1924.39
405.20,1906.92
405.40,1888.91
405.60,1870.30
405.80,1851.02
406.00,1830.98
406.20,1810.08
406.40,1788.20
406.60,1765.27
406.80,1741.10
407.00,1715.47
407.20,1688.00
407.40,1658.19
407.60,1625.21
407.80,1587.56
408.00,1541.98
408.20,1479.57
408.40,1405.98
408.60,1322.05
408.80,1218.79
409.00,1093.19
409.20,961.68
409.40,837.34
409.60,731.02
409.80,652.49
410.00,588.69
410.10,587.63
410.20,586.59
410.30,585.58
410.40,584.58
410.50,583.61
410.60,582.65
410.70,581.72
410.80,580.81
410.90,579.92
411.00,579.04
411.10,578.19
411.20,577.36
411.30,576.55
411.40,575.76
411.50,575.00
411.60,574.25
411.70,573.52
411.80,572.81
411.90,572.12
412.00,571.45
412.10,570.81
412.20,570.18
412.30,569.57
412.40,568.98
412.50,568.42
412.60,567.87
412.70,567.34
412.80,566.83
412.90,566.35
413.00,565.88
413.10,565.43
413.20,565.00
413.30,564.59
413.40,564.20
413.50,563.83
413.60,563.48
413.70,563.15
413.80,562.84
413.90,562.55
414.00,562.28
414.10,562.03
414.20,561.79
414.30,561.58
414.40,561.39
414.50,561.21
414.60,561.06
414.70,560.92
414.80,560.81
414.90,560.71
415.00,560.64
415.20,549.85
415.40,539.39
415.60,529.26
415.80,519.45
416.00,509.95
416.20,500.76
416.40,491.88
416.60,483.29
416.80,475.00
417.00,466.99
417.20,459.26
417.40,451.82
417.60,444.64
417.80,437.73
418.00,431.07
418.20,424.68
418.40,418.53
418.60,412.63
418.80,406.97
419.00,401.55
419.20,396.35
419.40,391.39
419.60,386.64
419.80,382.11
420.00,377.80
420.20,373.69
420.40,369.79
420.60,366.08
420.80,362.57
421.00,359.26
421.20,356.13
421.40,353.18
421.60,350.41
421.80,347.82
422.00,345.40
422.20,343.16
422.40,341.08
422.60,339.16
422.80,337.41
423.00,335.82
423.20,334.39
423.40,333.11
423.60,331.98
423.80,331.01
424.00,330.20
424.20,329.53
424.40,329.01
424.60,328.64
424.80,328.42
425.00,328.34
Time: 56.200 sec
x, mm,T, K
400.00,2262.88
400.20,2251.59
400.40,2240.17
400.60,2228.62
400.80,2216.92
401.00,2205.07
401.20,2193.08
401.40,2180.93
401.60,2168.62
401.80,2156.15
402.00,2143.51
402.20,2130.69
402.40,2117.70
402.60,2104.51
402.80,2091.12
403.00,2077.49
403.20,2063.62
403.40,2049.48
403.60,2035.07
403.80,2020.37
404.00,2005.35
404.20,1990.00
404.40,1974.30
404.60,1958.21
404.80,1941.71
405.00,1924.75
405.20,1907.31
405.40,1889.33
405.60,1870.74
405.80,1851.49
406.00,1831.49
406.20,1810.62
406.40,1788.78
406.60,1765.89
406.80,1741.78
407.00,1716.20
407.20,1688.80
407.40,1659.09
407.60,1626.23
407.80,1588.78
408.00,1543.55
408.20,1481.66
408.40,1408.35
408.60,1324.83
408.80,1222.45
409.00,1097.18
409.20,965.59
409.40,840.81
409.60,733.54
409.80,654.33
410.00,590.12
410.10,589.06
410.20,588.02
410.30,587.00
410.40,586.00
410.50,585.02
410.60,584.06
410.70,583.13
410.80,582.21
410.90,581.32
411.00,580.44
411.10,579.59
411.20,578.76
411.30,577.95
411.40,577.15
411.50,576.38
411.60,575.63
411.70,574.90
411.80,574.19
411.90,573.50
412.00,572.83
412.10,572.18
412.20,571.55
412.30,570.94
412.40,570.35
412.50,569.78
412.60,569.23
412.70,568.70
412.80,568.19
412.90,567.70
413.00,567.23
413.10,566.78
413.20,566.35
413.30,565.94
413.40,565.55
413.50,565.18
413.60,564.83
413.70,564.50
413.80,564.19
413.90,563.90
414.00,563.62
414.10,563.37
414.20,563.14
414.30,562.92
414.40,562.73
414.50,562.56
414.60,562.40
414.70,562.27
414.80,562.15
414.90,562.05
415.00,561.98
415.20,551.16
415.40,540.67
415.60,530.50
415.80,520.66
416.00,511.13
416.20,501.91
416.40,492.99
416.60,484.37
416.80,476.05
417.00,468.01
417.20,460.26
417.40,452.78
417.60,445.58
417.80,438.64
418.00,431.96
418.20,425.54
418.40,419.37
418.60,413.44
418.80,407.76
419.00,402.31
419.20,397.10
419.40,392.11
419.60,387.34
419.80,382.79
420.00,378.46
420.20,374.33
420.40,370.41
420.60,366.69
420.80,363.16
421.00,359.83
421.20,356.68
421.40,353.72
421.60,350.94
421.80,348.34
422.00,345.91
422.20,343.65
422.40,341.56
422.60,339.64
422.80,337.88
423.00,336.28
423.20,334.84
423.40,333.55
423.60,332.42
423.80,331.45
424.00,330.63
424.20,329.95
424.40,329.43
424.60,329.06
424.80,328.84
425.00,328.76
Time: 56.300 sec
x, mm,T, K
400.00,2262.91
400.20,2251.63
400.40,2240.22
400.60,2228.67
400.80,2216.98
401.00,2205.15
401.20,2193.17
401.40,2181.03
401.60,2168.73
401.80,2156.27
402.00,2143.64
402.20,2130.84
402.40,2117.85
402.60,2104.67
402.80,2091.29
403.00,2077.68
403.20,2063.82
403.40,2049.70
403.60,2035.31
403.80,2020.62
404.00,2005.62
404.20,1990.29
404.40,1974.60
404.60,1958.53
404.80,1942.05
405.00,1925.12
405.20,1907.70
405.40,1889.74
405.60,1871.18
405.80,1851.96
406.00,1831.99
406.20,1811.16
406.40,1789.35
406.60,1766.51
406.80,1742.45
407.00,1716.93
407.20,1689.61
407.40,1659.98
407.60,1627.25
407.80,1589.99
408.00,1545.10
408.20,1483.73
408.40,1410.69
408.60,1327.59
408.80,1226.06
409.00,1101.14
409.20,969.52
409.40,844.28
409.60,736.09
409.80,656.17
410.00,591.55
410.10,590.49
410.20,589.44
410.30,588.42
410.40,587.42
410.50,586.44
410.60,585.48
410.70,584.54
410.80,583.62
410.90,582.72
411.00,581.85
411.10,580.99
411.20,580.16
411.30,579.34
411.40,578.55
411.50,577.77
411.60,577.02
411.70,576.29
411.80,575.57
411.90,574.88
412.00,574.21
412.10,573.56
412.20,572.93
412.30,572.32
412.40,571.72
412.50,571.15
412.60,570.60
412.70,570.07
412.80,569.56
412.90,569.07
413.00,568.60
413.10,568.14
413.20,567.71
413.30,567.30
413.40,566.91
413.50,566.54
413.60,566.19
413.70,565.85
413.80,565.54
413.90,565.25
414.00,564.97
414.10,564.72
414.20,564.49
414.30,564.27
414.40,564.08
414.50,563.90
414.60,563.75
414.70,563.61
414.80,563.49
414.90,563.40
415.00,563.32
415.20,552.46
415.40,541.94
415.60,531.74
415.80,521.87
416.00,512.30
416.20,503.05
416.40,494.11
416.60,485.46
416.80,477.10
417.00,469.04
417.20,461.25
417.40,453.75
417.60,446.52
417.80,439.55
418.00,432.85
418.20,426.40
418.40,420.21
418.60,414.26
418.80,408.55
419.00,403.08
419.20,397.84
419.40,392.83
419.60,388.04
419.80,383.48
420.00,379.12
420.20,374.98
420.40,371.04
420.60,367.30
420.80,363.76
421.00,360.41
421.20,357.25
421.40,354.27
421.60,351.48
421.80,348.86
422.00,346.42
422.20,344.15
422.40,342.05
422.60,340.12
422.80,338.35
423.00,336.74
423.20,335.29
423.40,334.00
423.60,332.87
423.80,331.89
424.00,331.06
424.20,330.38
424.40,329.86
424.60,329.49
424.80,329.26
425.00,329.19
Time: 56.400 sec
x, mm,T, K
400.00,2262.94
400.20,2251.67
400.40,2240.27
400.60,2228.73
400.80,2217.05
401.00,2205.23
401.20,2193.25
401.40,2181.13
401.60,2168.84
401.80,2156.39
402.00,2143.77
402.20,2130.98
402.40,2118.00
402.60,2104.84
402.80,2091.47
403.00,2077.87
403.20,2064.03
403.40,2049.92
403.60,2035.54
403.80,2020.87
404.00,2005.89
404.20,1990.57
404.40,1974.90
404.60,1958.85
404.80,1942.39
405.00,1925.48
405.20,1908.08
405.40,1890.15
405.60,1871.62
405.80,1852.43
406.00,1832.49
406.20,1811.69
406.40,1789.93
406.60,1767.12
406.80,1743.11
407.00,1717.65
407.20,1690.40
407.40,1660.87
407.60,1628.26
407.80,1591.17
408.00,1546.60
408.20,1485.82
408.40,1413.03
408.60,1330.33
408.80,1229.62
409.00,1105.07
409.20,973.45
409.40,847.76
409.60,738.65
409.80,658.03
410.00,592.99
410.10,591.92
410.20,590.88
410.30,589.85
410.40,588.85
410.50,587.86
410.60,586.90
410.70,585.96
410.80,585.04
410.90,584.14
411.00,583.26
411.10,582.40
411.20,581.56
411.30,580.74
411.40,579.94
411.50,579.17
411.60,578.41
411.70,577.68
411.80,576.96
411.90,576.27
412.00,575.59
412.10,574.94
412.20,574.31
412.30,573.69
412.40,573.10
412.50,572.53
412.60,571.97
412.70,571.44
412.80,570.93
412.90,570.43
413.00,569.96
413.10,569.51
413.20,569.08
413.30,568.66
413.40,568.27
413.50,567.90
413.60,567.54
413.70,567.21
413.80,566.89
413.90,566.60
414.00,566.33
414.10,566.07
414.20,565.84
414.30,565.62
414.40,565.43
414.50,565.25
414.60,565.09
414.70,564.96
414.80,564.84
414.90,564.74
415.00,564.67
415.20,553.78
415.40,543.22
415.60,532.99
415.80,523.08
416.00,513.49
416.20,504.20
416.40,495.22
416.60,486.55
416.80,478.16
417.00,470.07
417.20,462.25
417.40,454.72
417.60,447.46
417.80,440.47
418.00,433.74
418.20,427.27
418.40,421.05
418.60,415.07
418.80,409.34
419.00,403.85
419.20,398.59
419.40,393.56
419.60,388.75
419.80,384.16
420.00,379.79
420.20,375.62
420.40,371.67
420.60,367.91
420.80,364.35
421.00,360.99
421.20,357.81
421.40,354.82
421.60,352.01
421.80,349.38
422.00,346.93
422.20,344.65
422.40,342.54
422.60,340.60
422.80,338.82
423.00,337.20
423.20,335.75
423.40,334.45
423.60,333.31
423.80,332.33
424.00,331.50
424.20,330.82
424.40,330.29
424.60,329.91
424.80,329.69
425.00,329.61
Time: 56.500 sec
x, mm,T, K
400.00,2262.96
400.20,2251.71
400.40,2240.31
400.60,2228.79
400.80,2217.12
401.00,2205.30
401.20,2193.34
401.40,2181.22
401.60,2168.95
401.80,2156.51
402.00,2143.90
402.20,2131.12
402.40,2118.15
402.60,2105.00
402.80,2091.65
403.00,2078.06
403.20,2064.23
403.40,2050.14
403.60,2035.78
403.80,2021.12
404.00,2006.15
404.20,1990.85
404.40,1975.20
404.60,1959.17
404.80,1942.73
405.00,1925.84
405.20,1908.47
405.40,1890.56
405.60,1872.05
405.80,1852.89
406.00,1832.98
406.20,1812.22
406.40,1790.50
406.60,1767.74
406.80,1743.77
407.00,1718.37
407.20,1691.19
407.40,1661.74
407.60,1629.25
407.80,1592.34
408.00,1548.08
408.20,1487.90
408.40,1415.36
408.60,1333.05
408.80,1233.15
409.00,1108.98
409.20,977.39
409.40,851.26
409.60,741.22
409.80,659.89
410.00,594.44
410.10,593.36
410.20,592.31
410.30,591.28
410.40,590.28
410.50,589.29
410.60,588.32
410.70,587.38
410.80,586.45
410.90,585.55
411.00,584.67
411.10,583.81
411.20,582.97
411.30,582.15
411.40,581.35
411.50,580.57
411.60,579.81
411.70,579.07
411.80,578.35
411.90,577.66
412.00,576.98
412.10,576.32
412.20,575.69
412.30,575.07
412.40,574.48
412.50,573.90
412.60,573.35
412.70,572.81
412.80,572.30
412.90,571.80
413.00,571.33
413.10,570.88
413.20,570.44
413.30,570.03
413.40,569.63
413.50,569.26
413.60,568.90
413.70,568.57
413.80,568.25
413.90,567.96
414.00,567.68
414.10,567.43
414.20,567.19
414.30,566.98
414.40,566.78
414.50,566.60
414.60,566.45
414.70,566.31
414.80,566.19
414.90,566.10
415.00,566.02
415.20,555.09
415.40,544.50
415.60,534.24
415.80,524.30
416.00,514.67
416.20,505.35
416.40,496.35
416.60,487.64
416.80,479.22
417.00,471.10
417.20,463.26
417.40,455.70
417.60,448.41
417.80,441.39
418.00,434.63
418.20,428.13
418.40,421.89
418.60,415.89
418.80,410.14
419.00,404.62
419.20,399.34
419.40,394.28
419.60,389.46
419.80,384.85
420.00,380.45
420.20,376.27
420.40,372.30
420.60,368.52
420.80,364.95
421.00,361.57
421.20,358.38
421.40,355.37
421.60,352.55
421.80,349.91
422.00,347.45
422.20,345.16
422.40,343.03
422.60,341.08
422.80,339.30
423.00,337.67
423.20,336.21
423.40,334.90
423.60,333.76
423.80,332.77
424.00,331.93
424.20,331.25
424.40,330.72
424.60,330.34
424.80,330.12
425.00,330.04
Time: 56.600 sec
x, mm,T, K
400.00,2262.99
400.20,2251.74
400.40,2240.36
400.60,2228.84
400.80,2217.18
401.00,2205.38
401.20,2193.42
401.40,2181.32
401.60,2169.05
401.80,2156.62
402.00,2144.03
402.20,2131.26
402.40,2118.31
402.60,2105.17
402.80,2091.83
403.00,2078.25
403.20,2064.44
403.40,2050.36
403.60,2036.01
403.80,2021.37
404.00,2006.42
404.20,1991.14
404.40,1975.50
404.60,1959.49
404.80,1943.07
405.00,1926.20
405.20,1908.85
405.40,1890.96
405.60,1872.49
405.80,1853.35
406.00,1833.47
406.20,1812.75
406.40,1791.07
406.60,1768.35
406.80,1744.43
407.00,1719.09
407.20,1691.98
407.40,1662.62
407.60,1630.24
407.80,1593.50
408.00,1549.54
408.20,1489.97
408.40,1417.67
408.60,1335.76
408.80,1236.64
409.00,1112.86
409.20,981.32
409.40,854.77
409.60,743.81
409.80,661.76
410.00,595.88
410.10,594.81
410.20,593.75
410.30,592.72
410.40,591.71
410.50,590.72
410.60,589.75
410.70,588.80
410.80,587.87
410.90,586.97
411.00,586.08
411.10,585.22
411.20,584.37
411.30,583.55
411.40,582.75
411.50,581.97
411.60,581.21
411.70,580.47
411.80,579.75
411.90,579.05
412.00,578.37
412.10,577.71
412.20,577.07
412.30,576.46
412.40,575.86
412.50,575.28
412.60,574.73
412.70,574.19
412.80,573.67
412.90,573.18
413.00,572.70
413.10,572.25
413.20,571.81
413.30,571.39
413.40,571.00
413.50,570.62
413.60,570.27
413.70,569.93
413.80,569.61
413.90,569.32
414.00,569.04
414.10,568.79
414.20,568.55
414.30,568.33
414.40,568.14
414.50,567.96
414.60,567.80
414.70,567.66
414.80,567.55
414.90,567.45
415.00,567.37
415.20,556.41
415.40,545.79
415.60,535.49
415.80,525.51
416.00,515.86
416.20,506.51
416.40,497.47
416.60,488.73
416.80,480.29
417.00,472.13
417.20,464.26
417.40,456.67
417.60,449.36
417.80,442.31
418.00,435.53
418.20,429.01
418.40,422.74
418.60,416.71
418.80,410.94
419.00,405.40
419.20,400.09
419.40,395.02
419.60,390.17
419.80,385.54
420.00,381.12
420.20,376.92
420.40,372.93
420.60,369.14
420.80,365.55
421.00,362.15
421.20,358.95
421.40,355.93
421.60,353.09
421.80,350.44
422.00,347.96
422.20,345.66
422.40,343.53
422.60,341.57
422.80,339.77
423.00,338.14
423.20,336.67
423.40,335.36
423.60,334.21
423.80,333.21
424.00,332.37
424.20,331.69
424.40,331.15
424.60,330.77
424.80,330.55
425.00,330.47
Time: 56.700 sec
x, mm,T, K
400.00,2263.02
400.20,2251.78
400.40,2240.41
400.60,2228.90
400.80,2217.25
401.00,2205.45
401.20,2193.51
401.40,2181.41
401.60,2169.16
401.80,2156.74
402.00,2144.16
402.20,2131.40
402.40,2118.46
402.60,2105.33
402.80,2092.00
403.00,2078.44
403.20,2064.64
403.40,2050.58
403.60,2036.24
403.80,2021.61
404.00,2006.68
404.20,1991.42
404.40,1975.80
404.60,1959.81
404.80,1943.41
405.00,1926.56
405.20,1909.23
405.40,1891.37
405.60,1872.92
405.80,1853.81
406.00,1833.97
406.20,1813.28
406.40,1791.63
406.60,1768.95
406.80,1745.09
407.00,1719.80
407.20,1692.75
407.40,1663.48
407.60,1631.22
407.80,1594.65
408.00,1551.00
408.20,1492.01
408.40,1419.97
408.60,1338.45
408.80,1240.11
409.00,1116.71
409.20,985.24
409.40,858.29
409.60,746.41
409.80,663.63
410.00,597.33
410.10,596.25
410.20,595.19
410.30,594.16
410.40,593.14
410.50,592.15
410.60,591.18
410.70,590.23
410.80,589.30
410.90,588.39
411.00,587.50
411.10,586.63
411.20,585.79
411.30,584.96
411.40,584.16
411.50,583.37
411.60,582.61
411.70,581.87
411.80,581.15
411.90,580.45
412.00,579.76
412.10,579.10
412.20,578.46
412.30,577.84
412.40,577.25
412.50,576.67
412.60,576.11
412.70,575.57
412.80,575.05
412.90,574.55
413.00,574.08
413.10,573.62
413.20,573.18
413.30,572.76
413.40,572.37
413.50,571.99
413.60,571.63
413.70,571.30
413.80,570.98
413.90,570.68
414.00,570.41
414.10,570.15
414.20,569.91
414.30,569.69
414.40,569.50
414.50,569.32
414.60,569.16
414.70,569.02
414.80,568.90
414.90,568.81
415.00,568.73
415.20,557.73
415.40,547.08
415.60,536.75
415.80,526.74
416.00,517.05
416.20,507.67
416.40,498.60
416.60,489.83
416.80,481.35
417.00,473.17
417.20,465.27
417.40,457.65
417.60,450.31
417.80,443.24
418.00,436.43
418.20,429.88
418.40,423.58
418.60,417.54
418.80,411.74
419.00,406.17
419.20,400.85
419.40,395.75
419.60,390.88
419.80,386.23
420.00,381.80
420.20,377.58
420.40,373.57
420.60,369.76
420.80,366.15
421.00,362.74
421.20,359.52
421.40,356.49
421.60,353.64
421.80,350.97
422.00,348.48
422.20,346.17
422.40,344.03
422.60,342.06
422.80,340.25
423.00,338.61
423.20,337.13
423.40,335.82
423.60,334.66
423.80,333.66
424.00,332.81
424.20,332.13
424.40,331.59
424.60,331.21
424.80,330.98
425.00,330.90
Time: 56.800 sec
x, mm,T, K
400.00,2263.05
400.20,2251.82
400.40,2240.45
400.60,2228.95
400.80,2217.31
401.00,2205.53
401.20,2193.59
401.40,2181.51
401.60,2169.26
401.80,2156.86
402.00,2144.28
402.20,2131.54
402.40,2118.61
402.60,2105.49
402.80,2092.18
403.00,2078.63
403.20,2064.84
403.40,2050.79
403.60,2036.47
403.80,2021.86
404.00,2006.94
404.20,1991.70
404.40,1976.10
404.60,1960.12
404.80,1943.74
405.00,1926.92
405.20,1909.61
405.40,1891.77
405.60,1873.35
405.80,1854.27
406.00,1834.46
406.20,1813.80
406.40,1792.19
406.60,1769.56
406.80,1745.74
407.00,1720.50
407.20,1693.53
407.40,1664.34
407.60,1632.20
407.80,1595.80
408.00,1552.44
408.20,1494.04
408.40,1422.25
408.60,1341.11
408.80,1243.50
409.00,1120.59
409.20,989.17
409.40,861.79
409.60,749.04
409.80,665.52
410.00,598.78
410.10,597.70
410.20,596.64
410.30,595.60
410.40,594.58
410.50,593.59
410.60,592.61
410.70,591.66
410.80,590.72
410.90,589.81
411.00,588.92
411.10,588.05
411.20,587.20
411.30,586.38
411.40,585.57
411.50,584.78
411.60,584.02
411.70,583.27
411.80,582.55
411.90,581.84
412.00,581.16
412.10,580.50
412.20,579.86
412.30,579.24
412.40,578.63
412.50,578.05
412.60,577.49
412.70,576.95
412.80,576.43
412.90,575.93
413.00,575.46
413.10,575.00
413.20,574.56
413.30,574.14
413.40,573.74
413.50,573.36
413.60,573.00
413.70,572.67
413.80,572.35
413.90,572.05
414.00,571.77
414.10,571.51
414.20,571.28
414.30,571.06
414.40,570.86
414.50,570.68
414.60,570.52
414.70,570.38
414.80,570.27
414.90,570.17
415.00,570.09
415.20,559.06
415.40,548.37
415.60,538.00
415.80,527.96
416.00,518.24
416.20,508.83
416.40,499.73
416.60,490.93
416.80,482.42
417.00,474.21
417.20,466.28
417.40,458.64
417.60,451.27
417.80,444.17
418.00,437.33
418.20,430.76
418.40,424.44
418.60,418.37
418.80,412.54
419.00,406.96
