t, s,liquid,p512,sp33,ntm2
,p512,sp33,ntm2,liquid
412.80,273.14
412.90,273.14
413.00,273.13
413.10,273.13
413.20,273.13
413.30,273.13
413.40,273.12
413.50,273.12
413.60,273.12
413.70,273.12
413.80,273.12
413.90,273.12
414.00,273.11
414.10,273.11
414.20,273.11
414.30,273.11
414.40,273.11
414.50,273.11
414.60,273.11
414.70,273.11
414.80,273.11
414.90,273.11
415.00,273.11
415.20,273.09
415.40,273.08
415.60,273.06
415.80,273.05
416.00,273.04
416.20,273.04
416.40,273.03
416.60,273.02
416.80,273.02
417.00,273.02
417.20,273.01
417.40,273.01
417.60,273.01
417.80,273.01
418.00,273.01
418.20,273.01
418.40,273.00
418.60,273.00
418.80,273.00
419.00,273.00
419.20,273.00
419.40,273.00
419.60,273.00
419.80,273.00
420.00,273.00
420.20,273.00
420.40,273.00
420.60,273.00
420.80,273.00
421.00,273.00
421.20,273.00
421.40,273.00
421.60,273.00
421.80,273.00
422.00,273.00
422.20,273.00
422.40,273.00
422.60,273.00
422.80,273.00
423.00,273.00
423.20,273.00
423.40,273.00
423.60,273.00
423.80,273.00
424.00,273.00
424.20,273.00
424.40,273.00
424.60,273.00
424.80,273.00
425.00,273.00
Time: 7.900 sec
x, mm,T, K
400.00,2203.87
400.20,2172.48
400.40,2140.00
400.60,2106.36
400.80,2071.35
401.00,2034.68
401.20,1996.10
401.40,1955.26
401.60,1911.69
401.80,1864.71
402.00,1813.24
402.20,1755.73
402.40,1689.55
402.60,1606.90
402.80,1465.79
403.00,1252.43
403.20,985.91
403.40,781.71
403.60,665.04
403.80,590.77
404.00,535.61
404.20,492.36
404.40,457.68
404.60,429.42
404.80,406.14
405.00,386.62
405.20,369.92
405.40,355.64
405.60,343.40
405.80,332.91
406.00,323.92
406.20,316.21
406.40,309.61
406.60,303.96
406.80,299.12
407.00,294.98
407.20,291.45
407.40,288.43
407.60,285.87
407.80,283.69
408.00,281.84
408.20,280.28
408.40,278.96
408.60,277.84
408.80,276.89
409.00,276.09
409.20,275.39
409.40,274.79
409.60,274.25
409.80,273.76
410.00,273.31
410.10,273.30
410.20,273.29
410.30,273.28
410.40,273.27
410.50,273.27
410.60,273.26
410.70,273.25
410.80,273.25
410.90,273.24
411.00,273.23
411.10,273.23
411.20,273.22
411.30,273.22
411.40,273.21
411.50,273.20
411.60,273.20
411.70,273.19
411.80,273.19
411.90,273.18
412.00,273.18
412.10,273.18
412.20,273.17
412.30,273.17
412.40,273.16
412.50,273.16
412.60,273.16
412.70,273.15
412.80,273.15
412.90,273.15
413.00,273.15
413.10,273.14
413.20,273.14
413.30,273.14
413.40,273.14
413.50,273.13
413.60,273.13
413.70,273.13
413.80,273.13
413.90,273.13
414.00,273.12
414.10,273.12
414.20,273.12
414.30,273.12
414.40,273.12
414.50,273.12
414.60,273.12
414.70,273.12
414.80,273.12
414.90,273.12
415.00,273.12
415.20,273.10
415.40,273.08
415.60,273.07
415.80,273.06
416.00,273.05
416.20,273.04
416.40,273.03
416.60,273.03
416.80,273.02
417.00,273.02
417.20,273.02
417.40,273.01
417.60,273.01
417.80,273.01
418.00,273.01
418.20,273.01
418.40,273.00
418.60,273.00
418.80,273.00
419.00,273.00
419.20,273.00
419.40,273.00
419.60,273.00
419.80,273.00
420.00,273.00
420.20,273.00
420.40,273.00
420.60,273.00
420.80,273.00
421.00,273.00
421.20,273.00
421.40,273.00
421.60,273.00
421.80,273.00
422.00,273.00
422.20,273.00
422.40,273.00
422.60,273.00
422.80,273.00
423.00,273.00
423.20,273.00
423.40,273.00
423.60,273.00
423.80,273.00
424.00,273.00
424.20,273.00
424.40,273.00
424.60,273.00
424.80,273.00
425.00,273.00
Time: 8.000 sec
x, mm,T, K
400.00,2204.45
400.20,2173.27
400.40,2141.02
400.60,2107.63
400.80,2072.90
401.00,2036.54
401.20,1998.30
401.40,1957.86
401.60,1914.76
401.80,1868.35
402.00,1817.60
402.20,1761.02
402.40,1696.23
402.60,1616.39
402.80,1483.77
403.00,1281.93
403.20,1016.26
403.40,802.00
403.60,677.10
403.80,599.53
404.00,542.65
404.20,498.17
404.40,462.56
404.60,433.57
404.80,409.70
405.00,389.74
405.20,372.69
405.40,358.08
405.60,345.56
405.80,334.82
406.00,325.60
406.20,317.70
406.40,310.92
406.60,305.11
406.80,300.13
407.00,295.87
407.20,292.22
407.40,289.10
407.60,286.45
407.80,284.19
408.00,282.27
408.20,280.65
408.40,279.27
408.60,278.10
408.80,277.11
409.00,276.26
409.20,275.53
409.40,274.89
409.60,274.33
409.80,273.81
410.00,273.33
410.10,273.32
410.20,273.31
410.30,273.30
410.40,273.29
410.50,273.29
410.60,273.28
410.70,273.27
410.80,273.26
410.90,273.26
411.00,273.25
411.10,273.24
411.20,273.24
411.30,273.23
411.40,273.23
411.50,273.22
411.60,273.21
411.70,273.21
411.80,273.20
411.90,273.20
412.00,273.19
412.10,273.19
412.20,273.19
412.30,273.18
412.40,273.18
412.50,273.17
412.60,273.17
412.70,273.17
412.80,273.16
412.90,273.16
413.00,273.16
413.10,273.15
413.20,273.15
413.30,273.15
413.40,273.15
413.50,273.14
413.60,273.14
413.70,273.14
413.80,273.14
413.90,273.14
414.00,273.14
414.10,273.13
414.20,273.13
414.30,273.13
414.40,273.13
414.50,273.13
414.60,273.13
414.70,273.13
414.80,273.13
414.90,273.13
415.00,273.13
415.20,273.11
415.40,273.09
415.60,273.08
415.80,273.06
416.00,273.05
416.20,273.04
416.40,273.04
416.60,273.03
416.80,273.03
417.00,273.02
417.20,273.02
417.40,273.01
417.60,273.01
417.80,273.01
418.00,273.01
418.20,273.01
418.40,273.01
418.60,273.00
418.80,273.00
419.00,273.00
419.20,273.00
419.40,273.00
419.60,273.00
419.80,273.00
420.00,273.00
420.20,273.00
420.40,273.00
420.60,273.00
420.80,273.00
421.00,273.00
421.20,273.00
421.40,273.00
421.60,273.00
421.80,273.00
422.00,273.00
422.20,273.00
422.40,273.00
422.60,273.00
422.80,273.00
423.00,273.00
423.20,273.00
423.40,273.00
423.60,273.00
423.80,273.00
424.00,273.00
424.20,273.00
424.40,273.00
424.60,273.00
424.80,273.00
425.00,273.00
Time: 8.100 sec
x, mm,T, K
400.00,2205.02
400.20,2174.05
400.40,2142.03
400.60,2108.87
400.80,2074.41
401.00,2038.35
401.20,2000.45
401.40,1960.40
401.60,1917.75
401.80,1871.88
402.00,1821.82
402.20,1766.13
402.40,1702.62
402.60,1625.28
402.80,1501.11
403.00,1309.30
403.20,1046.86
403.40,823.81
403.60,689.58
403.80,608.43
404.00,549.80
404.20,504.07
404.40,467.50
404.60,437.77
404.80,413.29
405.00,392.89
405.20,375.48
405.40,360.55
405.60,347.75
405.80,336.75
406.00,327.31
406.20,319.21
406.40,312.25
406.60,306.28
406.80,301.16
407.00,296.77
407.20,293.01
407.40,289.79
407.60,287.05
407.80,284.71
408.00,282.72
408.20,281.03
408.40,279.59
408.60,278.37
408.80,277.33
409.00,276.44
409.20,275.68
409.40,275.00
409.60,274.41
409.80,273.86
410.00,273.35
410.10,273.34
410.20,273.33
410.30,273.32
410.40,273.32
410.50,273.31
410.60,273.30
410.70,273.29
410.80,273.28
410.90,273.28
411.00,273.27
411.10,273.26
411.20,273.26
411.30,273.25
411.40,273.24
411.50,273.24
411.60,273.23
411.70,273.23
411.80,273.22
411.90,273.21
412.00,273.21
412.10,273.21
412.20,273.20
412.30,273.20
412.40,273.19
412.50,273.19
412.60,273.18
412.70,273.18
412.80,273.18
412.90,273.17
413.00,273.17
413.10,273.17
413.20,273.16
413.30,273.16
413.40,273.16
413.50,273.16
413.60,273.15
413.70,273.15
413.80,273.15
413.90,273.15
414.00,273.15
414.10,273.15
414.20,273.14
414.30,273.14
414.40,273.14
414.50,273.14
414.60,273.14
414.70,273.14
414.80,273.14
414.90,273.14
415.00,273.14
415.20,273.12
415.40,273.10
415.60,273.08
415.80,273.07
416.00,273.06
416.20,273.05
416.40,273.04
416.60,273.03
416.80,273.03
417.00,273.02
417.20,273.02
417.40,273.02
417.60,273.01
417.80,273.01
418.00,273.01
418.20,273.01
418.40,273.01
418.60,273.00
418.80,273.00
419.00,273.00
419.20,273.00
419.40,273.00
419.60,273.00
419.80,273.00
420.00,273.00
420.20,273.00
420.40,273.00
420.60,273.00
420.80,273.00
421.00,273.00
421.20,273.00
421.40,273.00
421.60,273.00
421.80,273.00
422.00,273.00
422.20,273.00
422.40,273.00
422.60,273.00
422.80,273.00
423.00,273.00
423.20,273.00
423.40,273.00
423.60,273.00
423.80,273.00
424.00,273.00
424.20,273.00
424.40,273.00
424.60,273.00
424.80,273.00
425.00,273.00
Time: 8.200 sec
x, mm,T, K
400.00,2205.59
400.20,2174.82
400.40,2143.02
400.60,2110.10
400.80,2075.90
401.00,2040.13
401.20,2002.56
401.40,1962.87
401.60,1920.65
401.80,1875.30
402.00,1825.88
402.20,1770.99
402.40,1708.60
402.60,1633.31
402.80,1518.27
403.00,1334.57
403.20,1077.72
403.40,846.99
403.60,702.63
403.80,617.53
404.00,557.07
404.20,510.05
404.40,472.52
404.60,442.02
404.80,416.94
405.00,396.08
405.20,378.30
405.40,363.05
405.60,349.96
405.80,338.71
406.00,329.04
406.20,320.73
406.40,313.59
406.60,307.46
406.80,302.20
407.00,297.69
407.20,293.81
407.40,290.49
407.60,287.66
407.80,285.23
408.00,283.17
408.20,281.42
408.40,279.92
408.60,278.65
408.80,277.56
409.00,276.63
409.20,275.83
409.40,275.12
409.60,274.49
409.80,273.92
410.00,273.38
410.10,273.37
410.20,273.36
410.30,273.35
410.40,273.34
410.50,273.33
410.60,273.32
410.70,273.31
410.80,273.30
410.90,273.30
411.00,273.29
411.10,273.28
411.20,273.27
411.30,273.27
411.40,273.26
411.50,273.25
411.60,273.25
411.70,273.24
411.80,273.24
411.90,273.23
412.00,273.23
412.10,273.22
412.20,273.22
412.30,273.21
412.40,273.21
412.50,273.20
412.60,273.20
412.70,273.19
412.80,273.19
412.90,273.19
413.00,273.18
413.10,273.18
413.20,273.18
413.30,273.17
413.40,273.17
413.50,273.17
413.60,273.17
413.70,273.16
413.80,273.16
413.90,273.16
414.00,273.16
414.10,273.16
414.20,273.16
414.30,273.15
414.40,273.15
414.50,273.15
414.60,273.15
414.70,273.15
414.80,273.15
414.90,273.15
415.00,273.15
415.20,273.13
415.40,273.11
415.60,273.09
415.80,273.08
416.00,273.06
416.20,273.05
416.40,273.04
416.60,273.04
416.80,273.03
417.00,273.03
417.20,273.02
417.40,273.02
417.60,273.01
417.80,273.01
418.00,273.01
418.20,273.01
418.40,273.01
418.60,273.01
418.80,273.00
419.00,273.00
419.20,273.00
419.40,273.00
419.60,273.00
419.80,273.00
420.00,273.00
420.20,273.00
420.40,273.00
420.60,273.00
420.80,273.00
421.00,273.00
421.20,273.00
421.40,273.00
421.60,273.00
421.80,273.00
422.00,273.00
422.20,273.00
422.40,273.00
422.60,273.00
422.80,273.00
423.00,273.00
423.20,273.00
423.40,273.00
423.60,273.00
423.80,273.00
424.00,273.00
424.20,273.00
424.40,273.00
424.60,273.00
424.80,273.00
425.00,273.00
Time: 8.300 sec
x, mm,T, K
400.00,2206.14
400.20,2175.57
400.40,2143.98
400.60,2111.29
400.80,2077.35
401.00,2041.87
401.20,2004.61
401.40,1965.28
401.60,1923.47
401.80,1878.61
402.00,1829.80
402.20,1775.69
402.40,1714.41
402.60,1641.07
402.80,1534.60
403.00,1358.18
403.20,1108.24
403.40,871.11
403.60,716.41
403.80,626.91
404.00,564.46
404.20,516.12
404.40,477.60
404.60,446.34
404.80,420.63
405.00,399.29
405.20,381.14
405.40,365.57
405.60,352.19
405.80,340.69
406.00,330.80
406.20,322.28
406.40,314.96
406.60,308.67
406.80,303.26
407.00,298.62
407.20,294.63
407.40,291.21
407.60,288.28
407.80,285.77
408.00,283.64
408.20,281.81
408.40,280.26
408.60,278.94
408.80,277.80
409.00,276.83
409.20,275.98
409.40,275.24
409.60,274.58
409.80,273.97
410.00,273.40
410.10,273.39
410.20,273.38
410.30,273.37
410.40,273.36
410.50,273.35
410.60,273.34
410.70,273.33
410.80,273.33
410.90,273.32
411.00,273.31
411.10,273.30
411.20,273.29
411.30,273.29
411.40,273.28
411.50,273.27
411.60,273.27
411.70,273.26
411.80,273.25
411.90,273.25
412.00,273.24
412.10,273.24
412.20,273.23
412.30,273.23
412.40,273.22
412.50,273.22
412.60,273.21
412.70,273.21
412.80,273.21
412.90,273.20
413.00,273.20
413.10,273.19
413.20,273.19
413.30,273.19
413.40,273.19
413.50,273.18
413.60,273.18
413.70,273.18
413.80,273.18
413.90,273.17
414.00,273.17
414.10,273.17
414.20,273.17
414.30,273.17
414.40,273.17
414.50,273.17
414.60,273.16
414.70,273.16
414.80,273.16
414.90,273.16
415.00,273.16
415.20,273.14
415.40,273.12
415.60,273.10
415.80,273.08
416.00,273.07
416.20,273.06
416.40,273.05
416.60,273.04
416.80,273.03
417.00,273.03
417.20,273.02
417.40,273.02
417.60,273.02
417.80,273.01
418.00,273.01
418.20,273.01
418.40,273.01
418.60,273.01
418.80,273.01
419.00,273.00
419.20,273.00
419.40,273.00
419.60,273.00
419.80,273.00
420.00,273.00
420.20,273.00
420.40,273.00
420.60,273.00
420.80,273.00
421.00,273.00
421.20,273.00
421.40,273.00
421.60,273.00
421.80,273.00
422.00,273.00
422.20,273.00
422.40,273.00
422.60,273.00
422.80,273.00
423.00,273.00
423.20,273.00
423.40,273.00
423.60,273.00
423.80,273.00
424.00,273.00
424.20,273.00
424.40,273.00
424.60,273.00
424.80,273.00
425.00,273.00
Time: 8.400 sec
x, mm,T, K
400.00,2206.68
400.20,2176.31
400.40,2144.93
400.60,2112.47
400.80,2078.77
401.00,2043.56
401.20,2006.61
401.40,1967.63
401.60,1926.22
401.80,1881.84
402.00,1833.63
402.20,1780.28
402.40,1720.06
402.60,1648.58
402.80,1549.13
403.00,1380.72
403.20,1138.63
403.40,896.01
403.60,731.06
403.80,636.64
404.00,571.99
404.20,522.28
404.40,482.75
404.60,450.71
404.80,424.38
405.00,402.52
405.20,384.02
405.40,368.12
405.60,354.45
405.80,342.69
406.00,332.57
406.20,323.85
406.40,316.35
406.60,309.89
406.80,304.34
407.00,299.57
407.20,295.47
407.40,291.94
407.60,288.91
407.80,286.33
408.00,284.11
408.20,282.22
408.40,280.61
408.60,279.23
408.80,278.05
409.00,277.03
409.20,276.14
409.40,275.36
409.60,274.67
409.80,274.03
410.00,273.43
410.10,273.42
410.20,273.41
410.30,273.40
410.40,273.39
410.50,273.38
410.60,273.37
410.70,273.36
410.80,273.35
410.90,273.34
411.00,273.33
411.10,273.32
411.20,273.32
411.30,273.31
411.40,273.30
411.50,273.29
411.60,273.29
411.70,273.28
411.80,273.27
411.90,273.27
412.00,273.26
412.10,273.26
412.20,273.25
412.30,273.24
412.40,273.24
412.50,273.23
412.60,273.23
412.70,273.23
412.80,273.22
412.90,273.22
413.00,273.21
413.10,273.21
413.20,273.21
413.30,273.20
413.40,273.20
413.50,273.20
413.60,273.19
413.70,273.19
413.80,273.19
413.90,273.19
414.00,273.19
414.10,273.18
414.20,273.18
414.30,273.18
414.40,273.18
414.50,273.18
414.60,273.18
414.70,273.18
414.80,273.18
414.90,273.18
415.00,273.18
415.20,273.15
415.40,273.13
415.60,273.11
415.80,273.09
416.00,273.07
416.20,273.06
416.40,273.05
416.60,273.04
416.80,273.04
417.00,273.03
417.20,273.03
417.40,273.02
417.60,273.02
417.80,273.01
418.00,273.01
418.20,273.01
418.40,273.01
418.60,273.01
418.80,273.01
419.00,273.00
419.20,273.00
419.40,273.00
419.60,273.00
419.80,273.00
420.00,273.00
420.20,273.00
420.40,273.00
420.60,273.00
420.80,273.00
421.00,273.00
421.20,273.00
421.40,273.00
421.60,273.00
421.80,273.00
422.00,273.00
422.20,273.00
422.40,273.00
422.60,273.00
422.80,273.00
423.00,273.00
423.20,273.00
423.40,273.00
423.60,273.00
423.80,273.00
424.00,273.00
424.20,273.00
424.40,273.00
424.60,273.00
424.80,273.00
425.00,273.00
Time: 8.500 sec
x, mm,T, K
400.00,2207.21
400.20,2177.03
400.40,2145.86
400.60,2113.62
400.80,2080.17
401.00,2045.23
401.20,2008.58
401.40,1969.93
401.60,1928.93
401.80,1885.02
402.00,1837.40
402.20,1784.82
402.40,1725.67
402.60,1656.04
402.80,1562.46
403.00,1401.55
403.20,1168.50
403.40,921.53
403.60,746.65
403.80,646.74
404.00,579.68
404.20,528.55
404.40,487.98
404.60,455.14
404.80,428.17
405.00,405.79
405.20,386.91
405.40,370.69
405.60,356.74
405.80,344.72
406.00,334.36
406.20,325.44
406.40,317.76
406.60,311.14
406.80,305.44
407.00,300.53
407.20,296.31
407.40,292.68
407.60,289.56
407.80,286.89
408.00,284.60
408.20,282.64
408.40,280.97
408.60,279.53
408.80,278.30
409.00,277.23
409.20,276.31
409.40,275.49
409.60,274.76
409.80,274.09
410.00,273.46
410.10,273.45
410.20,273.43
410.30,273.42
410.40,273.41
410.50,273.40
410.60,273.39
410.70,273.38
410.80,273.37
410.90,273.36
411.00,273.35
411.10,273.35
411.20,273.34
411.30,273.33
411.40,273.32
411.50,273.31
411.60,273.31
411.70,273.30
411.80,273.29
411.90,273.29
412.00,273.28
412.10,273.27
412.20,273.27
412.30,273.26
412.40,273.26
412.50,273.25
412.60,273.25
412.70,273.24
412.80,273.24
412.90,273.23
413.00,273.23
413.10,273.23
413.20,273.22
413.30,273.22
413.40,273.22
413.50,273.21
413.60,273.21
413.70,273.21
413.80,273.20
413.90,273.20
414.00,273.20
414.10,273.20
414.20,273.20
414.30,273.20
414.40,273.19
414.50,273.19
414.60,273.19
414.70,273.19
414.80,273.19
414.90,273.19
415.00,273.19
415.20,273.16
415.40,273.14
415.60,273.11
415.80,273.10
416.00,273.08
416.20,273.07
416.40,273.06
416.60,273.05
416.80,273.04
417.00,273.03
417.20,273.03
417.40,273.02
417.60,273.02
417.80,273.02
418.00,273.01
418.20,273.01
418.40,273.01
418.60,273.01
418.80,273.01
419.00,273.01
419.20,273.00
419.40,273.00
419.60,273.00
419.80,273.00
420.00,273.00
420.20,273.00
420.40,273.00
420.60,273.00
420.80,273.00
421.00,273.00
421.20,273.00
421.40,273.00
421.60,273.00
421.80,273.00
422.00,273.00
422.20,273.00
422.40,273.00
422.60,273.00
422.80,273.00
423.00,273.00
423.20,273.00
423.40,273.00
423.60,273.00
423.80,273.00
424.00,273.00
424.20,273.00
424.40,273.00
424.60,273.00
424.80,273.00
425.00,273.00
Time: 8.600 sec
x, mm,T, K
400.00,2207.73
400.20,2177.74
400.40,2146.77
400.60,2114.75
400.80,2081.53
401.00,2046.86
401.20,2010.51
401.40,1972.20
401.60,1931.58
401.80,1888.13
402.00,1841.10
402.20,1789.27
402.40,1731.14
402.60,1663.21
402.80,1574.32
403.00,1421.35
403.20,1197.95
403.40,947.64
403.60,763.07
403.80,657.19
404.00,587.53
404.20,534.93
404.40,493.29
404.60,459.62
404.80,432.00
405.00,409.10
405.20,389.84
405.40,373.29
405.60,359.04
405.80,346.77
406.00,336.18
406.20,327.05
406.40,319.18
406.60,312.40
406.80,306.55
407.00,301.51
407.20,297.18
407.40,293.44
407.60,290.23
407.80,287.47
408.00,285.10
408.20,283.07
408.40,281.33
408.60,279.84
408.80,278.56
409.00,277.45
409.20,276.48
409.40,275.62
409.60,274.86
409.80,274.15
410.00,273.49
410.10,273.47
410.20,273.46
410.30,273.45
410.40,273.44
410.50,273.43
410.60,273.42
410.70,273.41
410.80,273.40
410.90,273.39
411.00,273.38
411.10,273.37
411.20,273.36
411.30,273.35
411.40,273.34
411.50,273.34
411.60,273.33
411.70,273.32
411.80,273.31
411.90,273.31
412.00,273.30
412.10,273.29
412.20,273.29
412.30,273.28
412.40,273.28
412.50,273.27
412.60,273.26
412.70,273.26
412.80,273.26
412.90,273.25
413.00,273.25
413.10,273.24
413.20,273.24
413.30,273.24
413.40,273.23
413.50,273.23
413.60,273.23
413.70,273.22
413.80,273.22
413.90,273.22
414.00,273.22
414.10,273.21
414.20,273.21
414.30,273.21
414.40,273.21
414.50,273.21
414.60,273.21
414.70,273.21
414.80,273.20
414.90,273.20
415.00,273.20
415.20,273.17
415.40,273.15
415.60,273.12
415.80,273.10
416.00,273.09
416.20,273.07
416.40,273.06
416.60,273.05
416.80,273.04
417.00,273.04
417.20,273.03
417.40,273.03
417.60,273.02
417.80,273.02
418.00,273.01
418.20,273.01
418.40,273.01
418.60,273.01
418.80,273.01
419.00,273.01
419.20,273.00
419.40,273.00
419.60,273.00
419.80,273.00
420.00,273.00
420.20,273.00
420.40,273.00
420.60,273.00
420.80,273.00
421.00,273.00
421.20,273.00
421.40,273.00
421.60,273.00
421.80,273.00
422.00,273.00
422.20,273.00
422.40,273.00
422.60,273.00
422.80,273.00
423.00,273.00
423.20,273.00
423.40,273.00
423.60,273.00
423.80,273.00
424.00,273.00
424.20,273.00
424.40,273.00
424.60,273.00
424.80,273.00
425.00,273.00
Time: 8.700 sec
x, mm,T, K
400.00,2208.24
400.20,2178.44
400.40,2147.67
400.60,2115.86
400.80,2082.88
401.00,2048.47
401.20,2012.40
401.40,1974.43
401.60,1934.19
401.80,1891.20
402.00,1844.73
402.20,1793.64
402.40,1736.50
402.60,1670.17
402.80,1585.24
403.00,1439.35
403.20,1226.92
403.40,974.19
403.60,780.60
403.80,668.03
404.00,595.53
404.20,541.41
404.40,498.67
404.60,464.17
404.80,435.89
405.00,412.45
405.20,392.78
405.40,375.91
405.60,361.37
405.80,348.83
406.00,338.02
406.20,328.68
406.40,320.63
406.60,313.67
406.80,307.68
407.00,302.51
407.20,298.05
407.40,294.21
407.60,290.90
407.80,288.05
408.00,285.61
408.20,283.51
408.40,281.71
408.60,280.16
408.80,278.82
409.00,277.67
409.20,276.65
409.40,275.76
409.60,274.95
409.80,274.21
410.00,273.52
410.10,273.50
410.20,273.49
410.30,273.48
410.40,273.47
410.50,273.46
410.60,273.44
410.70,273.43
410.80,273.42
410.90,273.41
411.00,273.40
411.10,273.39
411.20,273.38
411.30,273.37
411.40,273.37
411.50,273.36
411.60,273.35
411.70,273.34
411.80,273.33
411.90,273.33
412.00,273.32
412.10,273.31
412.20,273.31
412.30,273.30
412.40,273.30
412.50,273.29
412.60,273.28
412.70,273.28
412.80,273.27
412.90,273.27
413.00,273.26
413.10,273.26
413.20,273.26
413.30,273.25
413.40,273.25
413.50,273.25
413.60,273.24
413.70,273.24
413.80,273.24
413.90,273.23
414.00,273.23
414.10,273.23
414.20,273.23
414.30,273.23
414.40,273.22
414.50,273.22
414.60,273.22
414.70,273.22
414.80,273.22
414.90,273.22
415.00,273.22
415.20,273.19
415.40,273.16
415.60,273.13
415.80,273.11
416.00,273.10
416.20,273.08
416.40,273.07
416.60,273.06
416.80,273.05
417.00,273.04
417.20,273.03
417.40,273.03
417.60,273.02
417.80,273.02
418.00,273.02
418.20,273.01
418.40,273.01
418.60,273.01
418.80,273.01
419.00,273.01
419.20,273.01
419.40,273.00
419.60,273.00
419.80,273.00
420.00,273.00
420.20,273.00
420.40,273.00
420.60,273.00
420.80,273.00
421.00,273.00
421.20,273.00
421.40,273.00
421.60,273.00
421.80,273.00
422.00,273.00
422.20,273.00
422.40,273.00
422.60,273.00
422.80,273.00
423.00,273.00
423.20,273.00
423.40,273.00
423.60,273.00
423.80,273.00
424.00,273.00
424.20,273.00
424.40,273.00
424.60,273.00
424.80,273.00
425.00,273.00
Time: 8.800 sec
x, mm,T, K
400.00,2208.75
400.20,2179.13
400.40,2148.55
400.60,2116.95
400.80,2084.20
401.00,2050.05
401.20,2014.27
401.40,1976.62
401.60,1936.75
401.80,1894.21
402.00,1848.29
402.20,1797.90
402.40,1741.67
402.60,1676.77
402.80,1595.06
403.00,1456.63
403.20,1255.12
403.40,1001.19
403.60,799.01
403.80,679.19
404.00,603.66
404.20,548.00
404.40,504.14
404.60,468.78
404.80,439.83
405.00,415.84
405.20,395.76
405.40,378.55
405.60,363.72
405.80,350.92
406.00,339.88
406.20,330.33
406.40,322.09
406.60,314.97
406.80,308.82
407.00,303.52
407.20,298.94
407.40,294.99
407.60,291.59
407.80,288.65
408.00,286.13
408.20,283.96
408.40,282.09
408.60,280.48
408.80,279.10
409.00,277.89
409.20,276.83
409.40,275.90
409.60,275.06
409.80,274.28
410.00,273.55
410.10,273.54
410.20,273.52
410.30,273.51
410.40,273.50
410.50,273.48
410.60,273.47
410.70,273.46
410.80,273.45
410.90,273.44
411.00,273.43
411.10,273.42
411.20,273.41
411.30,273.40
411.40,273.39
411.50,273.38
411.60,273.37
411.70,273.36
411.80,273.36
411.90,273.35
412.00,273.34
412.10,273.34
412.20,273.33
412.30,273.32
412.40,273.32
412.50,273.31
412.60,273.30
412.70,273.30
412.80,273.29
412.90,273.29
413.00,273.28
413.10,273.28
413.20,273.27
413.30,273.27
413.40,273.27
413.50,273.26
413.60,273.26
413.70,273.26
413.80,273.25
413.90,273.25
414.00,273.25
414.10,273.25
414.20,273.24
414.30,273.24
414.40,273.24
414.50,273.24
414.60,273.24
414.70,273.24
414.80,273.24
414.90,273.24
415.00,273.24
415.20,273.20
415.40,273.17
415.60,273.14
415.80,273.12
416.00,273.10
416.20,273.09
416.40,273.07
416.60,273.06
416.80,273.05
417.00,273.04
417.20,273.04
417.40,273.03
417.60,273.03
417.80,273.02
418.00,273.02
418.20,273.02
418.40,273.01
418.60,273.01
418.80,273.01
419.00,273.01
419.20,273.01
419.40,273.00
419.60,273.00
419.80,273.00
420.00,273.00
420.20,273.00
420.40,273.00
420.60,273.00
420.80,273.00
421.00,273.00
421.20,273.00
421.40,273.00
421.60,273.00
421.80,273.00
422.00,273.00
422.20,273.00
422.40,273.00
422.60,273.00
422.80,273.00
423.00,273.00
423.20,273.00
423.40,273.00
423.60,273.00
423.80,273.00
424.00,273.00
424.20,273.00
424.40,273.00
424.60,273.00
424.80,273.00
425.00,273.00
Time: 8.900 sec
x, mm,T, K
400.00,2209.24
400.20,2179.80
400.40,2149.42
400.60,2118.03
400.80,2085.50
401.00,2051.60
401.20,2016.10
401.40,1978.77
401.60,1939.27
401.80,1897.16
402.00,1851.77
402.20,1802.06
402.40,1746.71
402.60,1683.17
402.80,1604.32
403.00,1472.90
403.20,1281.26
403.40,1028.90
403.60,818.80
403.80,690.74
404.00,611.94
404.20,554.68
404.40,509.67
404.60,473.45
404.80,443.81
405.00,419.27
405.20,398.75
405.40,381.22
405.60,366.09
405.80,353.04
406.00,341.75
406.20,332.00
406.40,323.57
406.60,316.28
406.80,309.98
407.00,304.54
407.20,299.85
407.40,295.79
407.60,292.29
407.80,289.26
408.00,286.66
408.20,284.42
408.40,282.48
408.60,280.82
408.80,279.38
409.00,278.12
409.20,277.02
409.40,276.04
409.60,275.16
409.80,274.35
410.00,273.58
410.10,273.57
410.20,273.55
410.30,273.54
410.40,273.53
410.50,273.51
410.60,273.50
410.70,273.49
410.80,273.48
410.90,273.47
411.00,273.46
411.10,273.45
411.20,273.44
411.30,273.43
411.40,273.42
411.50,273.41
411.60,273.40
411.70,273.39
411.80,273.38
411.90,273.37
412.00,273.36
412.10,273.36
412.20,273.35
412.30,273.34
412.40,273.34
412.50,273.33
412.60,273.32
412.70,273.32
412.80,273.31
412.90,273.31
413.00,273.30
413.10,273.30
413.20,273.29
413.30,273.29
413.40,273.29
413.50,273.28
413.60,273.28
413.70,273.28
413.80,273.27
413.90,273.27
414.00,273.27
414.10,273.26
414.20,273.26
414.30,273.26
414.40,273.26
414.50,273.26
414.60,273.26
414.70,273.25
414.80,273.25
414.90,273.25
415.00,273.25
415.20,273.22
415.40,273.18
415.60,273.16
415.80,273.13
416.00,273.11
416.20,273.09
416.40,273.08
416.60,273.07
416.80,273.06
417.00,273.05
